TimeDetected,TimeReset,UnitTitle,Remark,UnitTitleDestination
2016-01-02 00:08:15+00:00,,T01,External power ref.:2000kW,
2016-01-02 00:38:15+00:00,,T01,External power ref.:2000kW,
2016-01-02 01:08:15+00:00,,T01,External power ref.:2000kW,
2016-01-02 01:38:14+00:00,,T01,External power ref.:2000kW,
2016-01-02 02:08:14+00:00,,T01,External power ref.:2000kW,
2016-01-02 02:38:14+00:00,,T01,External power ref.:2000kW,
2016-01-02 03:08:13+00:00,,T01,External power ref.: 928kW,
2016-01-02 03:38:13+00:00,,T01,External power ref.:1606kW,
2016-01-02 04:08:13+00:00,,T01,External power ref.:2000kW,
2016-01-02 04:38:12+00:00,,T01,External power ref.:2000kW,
2016-01-02 05:08:12+00:00,,T01,External power ref.:2000kW,
2016-01-02 05:38:12+00:00,,T01,External power ref.:2000kW,
2016-01-02 06:08:12+00:00,,T01,External power ref.:2000kW,
2016-01-02 06:38:11+00:00,,T01,External power ref.:2000kW,
2016-01-02 10:23:55+00:00,,T01,External power ref.:2000kW,
2016-01-02 10:53:55+00:00,,T01,External power ref.:2000kW,
2016-01-02 11:07:41+00:00,,T01,External power ref.:2000kW,
2016-01-02 11:37:41+00:00,,T01,External power ref.:2000kW,
2016-01-02 12:19:55+00:00,,T01,External power ref.:2000kW,
2016-01-02 12:32:55+00:00,,T01,External power ref.:2000kW,
2016-01-03 11:43:37+00:00,,T01,External power ref.:2000kW,
2016-01-03 12:13:37+00:00,,T01,External power ref.:2000kW,
2016-01-03 12:43:36+00:00,,T01,External power ref.:2000kW,
2016-01-03 13:13:36+00:00,,T01,External power ref.:2000kW,
2016-01-03 13:43:36+00:00,,T01,External power ref.:2000kW,
2016-01-03 14:13:35+00:00,,T01,External power ref.:2000kW,
2016-01-03 14:43:35+00:00,,T01,External power ref.:2000kW,
2016-01-03 15:13:35+00:00,,T01,External power ref.:2000kW,
2016-01-03 15:43:35+00:00,,T01,External power ref.:2000kW,
2016-01-03 16:13:34+00:00,,T01,External power ref.:2000kW,
2016-01-03 16:43:34+00:00,,T01,External power ref.:2000kW,
2016-01-03 17:13:34+00:00,,T01,External power ref.:2000kW,
2016-01-03 17:43:33+00:00,,T01,External power ref.:2000kW,
2016-01-03 18:13:33+00:00,,T01,External power ref.:2000kW,
2016-01-03 18:43:33+00:00,,T01,External power ref.:2000kW,
2016-01-03 19:13:33+00:00,,T01,External power ref.:2000kW,
2016-01-03 19:43:32+00:00,,T01,External power ref.:2000kW,
2016-01-03 20:13:32+00:00,,T01,External power ref.:2000kW,
2016-01-03 20:43:32+00:00,,T01,External power ref.:2000kW,
2016-01-03 21:13:32+00:00,,T01,External power ref.:2000kW,
2016-01-03 21:43:31+00:00,,T01,External power ref.:2000kW,
2016-01-03 22:13:31+00:00,,T01,External power ref.:2000kW,
2016-01-03 22:43:31+00:00,,T01,External power ref.:2000kW,
2016-01-03 23:13:31+00:00,,T01,External power ref.:2000kW,
2016-01-03 23:43:31+00:00,,T01,External power ref.:2000kW,
2016-01-04 00:13:30+00:00,,T01,External power ref.:2000kW,
2016-01-04 00:43:30+00:00,,T01,External power ref.:2000kW,
2016-01-04 01:13:30+00:00,,T01,External power ref.:2000kW,
2016-01-04 01:43:30+00:00,,T01,External power ref.:2000kW,
2016-01-04 02:13:29+00:00,,T01,External power ref.:2000kW,
2016-01-04 02:43:29+00:00,,T01,External power ref.:2000kW,
2016-01-04 03:13:29+00:00,,T01,External power ref.:2000kW,
2016-01-04 03:43:29+00:00,,T01,External power ref.:2000kW,
2016-01-04 04:13:28+00:00,,T01,External power ref.:2000kW,
2016-01-04 04:43:28+00:00,,T01,External power ref.:2000kW,
2016-01-04 05:13:28+00:00,,T01,External power ref.:2000kW,
2016-01-04 05:43:27+00:00,,T01,External power ref.:2000kW,
2016-01-04 06:13:27+00:00,,T01,External power ref.:2000kW,
2016-01-04 06:43:27+00:00,,T01,External power ref.:2000kW,
2016-01-04 07:13:27+00:00,,T01,External power ref.:2000kW,
2016-01-04 07:43:27+00:00,,T01,External power ref.:2000kW,
2016-01-04 08:13:26+00:00,,T01,External power ref.:2000kW,
2016-01-04 08:43:26+00:00,,T01,External power ref.:2000kW,
2016-01-04 09:13:26+00:00,,T01,External power ref.:2000kW,
2016-01-04 09:43:26+00:00,,T01,External power ref.:2000kW,
2016-01-04 10:13:25+00:00,,T01,External power ref.:2000kW,
2016-01-04 10:43:25+00:00,,T01,External power ref.:2000kW,
2016-01-04 11:13:24+00:00,,T01,External power ref.:2000kW,
2016-01-04 11:43:24+00:00,,T01,External power ref.:2000kW,
2016-01-04 12:13:24+00:00,,T01,External power ref.:2000kW,
2016-01-04 12:43:23+00:00,,T01,External power ref.:2000kW,
2016-01-04 13:13:23+00:00,,T01,External power ref.:2000kW,
2016-01-04 13:43:23+00:00,,T01,External power ref.:2000kW,
2016-01-04 14:13:23+00:00,,T01,External power ref.:2000kW,
2016-01-04 14:43:23+00:00,,T01,External power ref.:2000kW,
2016-01-04 15:13:23+00:00,,T01,External power ref.:2000kW,
2016-01-04 15:43:22+00:00,,T01,External power ref.:2000kW,
2016-01-04 16:13:22+00:00,,T01,External power ref.:2000kW,
2016-01-04 16:43:22+00:00,,T01,External power ref.:2000kW,
2016-01-04 17:13:22+00:00,,T01,External power ref.:2000kW,
2016-01-04 17:43:21+00:00,,T01,External power ref.:2000kW,
2016-01-04 18:13:21+00:00,,T01,External power ref.:2000kW,
2016-01-04 18:43:21+00:00,,T01,External power ref.:2000kW,
2016-01-04 19:13:21+00:00,,T01,External power ref.:2000kW,
2016-01-04 19:43:20+00:00,,T01,External power ref.:2000kW,
2016-01-04 20:13:20+00:00,,T01,External power ref.:2000kW,
2016-01-04 20:43:20+00:00,,T01,External power ref.:2000kW,
2016-01-04 21:13:19+00:00,,T01,External power ref.:2000kW,
2016-01-04 21:43:19+00:00,,T01,External power ref.:2000kW,
2016-01-04 22:13:19+00:00,,T01,External power ref.:2000kW,
2016-01-04 22:43:19+00:00,,T01,External power ref.:2000kW,
2016-01-04 23:13:18+00:00,,T01,External power ref.:2000kW,
2016-01-04 23:43:18+00:00,,T01,External power ref.:2000kW,
2016-01-05 00:13:18+00:00,,T01,External power ref.:2000kW,
2016-01-05 00:43:18+00:00,,T01,External power ref.:2000kW,
2016-01-05 01:13:18+00:00,,T01,External power ref.:2000kW,
2016-01-05 01:43:18+00:00,,T01,External power ref.:2000kW,
2016-01-05 02:13:17+00:00,,T01,External power ref.:2000kW,
2016-01-05 02:43:17+00:00,,T01,External power ref.:2000kW,
2016-01-05 03:13:17+00:00,,T01,External power ref.:2000kW,
2016-01-05 03:43:16+00:00,,T01,External power ref.:2000kW,
2016-01-05 04:13:16+00:00,,T01,External power ref.:2000kW,
2016-01-05 04:43:15+00:00,,T01,External power ref.:2000kW,
2016-01-05 05:13:15+00:00,,T01,External power ref.:2000kW,
2016-01-05 05:43:15+00:00,,T01,External power ref.:2000kW,
2016-01-05 06:13:14+00:00,,T01,External power ref.:2000kW,
2016-01-05 06:43:14+00:00,,T01,External power ref.:2000kW,
2016-01-05 07:13:14+00:00,,T01,External power ref.:2000kW,
2016-01-05 07:43:14+00:00,,T01,External power ref.:2000kW,
2016-01-05 08:13:13+00:00,,T01,External power ref.:2000kW,
2016-01-05 08:43:13+00:00,,T01,External power ref.:2000kW,
2016-01-05 09:13:14+00:00,,T01,External power ref.:2000kW,
2016-01-05 09:43:13+00:00,,T01,External power ref.:2000kW,
2016-01-05 10:13:13+00:00,,T01,External power ref.:2000kW,
2016-01-05 10:43:13+00:00,,T01,External power ref.:2000kW,
2016-01-05 11:13:12+00:00,,T01,External power ref.:2000kW,
2016-01-05 11:43:12+00:00,,T01,External power ref.:2000kW,
2016-01-05 12:13:12+00:00,,T01,External power ref.:2000kW,
2016-01-05 12:43:12+00:00,,T01,External power ref.:2000kW,
2016-01-05 13:13:11+00:00,,T01,External power ref.:2000kW,
2016-01-05 13:43:11+00:00,,T01,External power ref.:2000kW,
2016-01-05 14:13:11+00:00,,T01,External power ref.:2000kW,
2016-01-05 14:43:11+00:00,,T01,External power ref.:2000kW,
2016-01-05 15:13:10+00:00,,T01,External power ref.:2000kW,
2016-01-05 15:43:10+00:00,,T01,External power ref.:2000kW,
2016-01-05 16:13:10+00:00,,T01,External power ref.:2000kW,
2016-01-05 16:43:10+00:00,,T01,External power ref.:2000kW,
2016-01-05 17:13:09+00:00,,T01,External power ref.:2000kW,
2016-01-05 17:43:09+00:00,,T01,External power ref.:2000kW,
2016-01-05 18:13:09+00:00,,T01,External power ref.:2000kW,
2016-01-05 18:43:09+00:00,,T01,External power ref.:2000kW,
2016-01-05 19:13:09+00:00,,T01,External power ref.:2000kW,
2016-01-05 19:43:08+00:00,,T01,External power ref.:2000kW,
2016-01-05 20:13:08+00:00,,T01,External power ref.:2000kW,
2016-01-05 20:43:08+00:00,,T01,External power ref.:2000kW,
2016-01-05 21:13:07+00:00,,T01,External power ref.:2000kW,
2016-01-05 21:43:07+00:00,,T01,External power ref.:2000kW,
2016-01-05 22:13:07+00:00,,T01,External power ref.:2000kW,
2016-01-05 22:43:07+00:00,,T01,External power ref.:2000kW,
2016-01-05 23:13:06+00:00,,T01,External power ref.:2000kW,
2016-01-05 23:43:05+00:00,,T01,External power ref.:2000kW,
2016-01-06 00:13:05+00:00,,T01,External power ref.:2000kW,
2016-01-06 00:43:05+00:00,,T01,External power ref.:2000kW,
2016-01-06 05:01:11+00:00,,T01,External power ref.:2000kW,
2016-01-06 13:29:38+00:00,,T01,External power ref.:2000kW,
2016-01-06 13:59:38+00:00,,T01,External power ref.:2000kW,
2016-01-06 14:36:35+00:00,,T01,External power ref.:2000kW,
2016-01-06 15:06:35+00:00,,T01,External power ref.:2000kW,
2016-01-06 15:36:34+00:00,,T01,External power ref.:2000kW,
2016-01-06 16:06:34+00:00,,T01,External power ref.:2000kW,
2016-01-06 16:42:25+00:00,,T01,External power ref.:2000kW,
2016-01-06 17:06:18+00:00,,T01,External power ref.:2000kW,
2016-01-06 18:21:43+00:00,,T01,External power ref.:2000kW,
2016-01-06 18:51:43+00:00,,T01,External power ref.:2000kW,
2016-01-06 19:21:43+00:00,,T01,External power ref.:2000kW,
2016-01-06 21:20:35+00:00,,T01,External power ref.:2000kW,
2016-01-06 21:50:35+00:00,,T01,External power ref.:2000kW,
2016-01-06 22:20:35+00:00,,T01,External power ref.:2000kW,
2016-01-06 22:35:16+00:00,,T01,External power ref.:2000kW,
2016-01-06 23:37:05+00:00,,T01,External power ref.:2000kW,
2016-01-07 01:20:51+00:00,,T01,External power ref.:2000kW,
2016-01-07 01:48:45+00:00,,T01,External power ref.:2000kW,
2016-01-07 02:18:45+00:00,,T01,External power ref.:2000kW,
2016-01-07 02:48:44+00:00,,T01,External power ref.:2000kW,
2016-01-07 03:18:44+00:00,,T01,External power ref.:2000kW,
2016-01-07 03:58:45+00:00,,T01,External power ref.:2000kW,
2016-01-07 04:24:59+00:00,,T01,External power ref.:2000kW,
2016-01-07 05:00:15+00:00,,T01,External power ref.:2000kW,
2016-01-07 05:28:39+00:00,,T01,External power ref.:2000kW,
2016-01-07 05:58:39+00:00,,T01,External power ref.:2000kW,
2016-01-07 06:23:31+00:00,,T01,External power ref.:2000kW,
2016-01-07 07:15:39+00:00,,T01,External power ref.:2000kW,
2016-01-07 07:45:39+00:00,,T01,External power ref.:2000kW,
2016-01-07 07:50:48+00:00,,T01,External power ref.:2000kW,
2016-01-07 08:25:51+00:00,,T01,External power ref.:2000kW,
2016-01-07 08:40:12+00:00,,T01,External power ref.:2000kW,
2016-01-07 09:30:18+00:00,,T01,External power ref.:2000kW,
2016-01-07 09:56:46+00:00,,T01,External power ref.:2000kW,
2016-01-07 10:26:45+00:00,,T01,External power ref.:2000kW,
2016-01-07 10:44:37+00:00,,T01,External power ref.:2000kW,
2016-01-07 11:14:36+00:00,,T01,External power ref.:2000kW,
2016-01-07 11:44:36+00:00,,T01,External power ref.:2000kW,
2016-01-07 12:14:36+00:00,,T01,External power ref.:2000kW,
2016-01-07 12:44:36+00:00,,T01,External power ref.:2000kW,
2016-01-07 13:14:35+00:00,,T01,External power ref.:2000kW,
2016-01-07 13:44:35+00:00,,T01,External power ref.:2000kW,
2016-01-07 14:14:35+00:00,,T01,External power ref.:2000kW,
2016-01-07 14:44:35+00:00,,T01,External power ref.:2000kW,
2016-01-07 15:14:34+00:00,,T01,External power ref.:2000kW,
2016-01-07 16:08:12+00:00,,T01,External power ref.:2000kW,
2016-01-07 16:38:12+00:00,,T01,External power ref.:2000kW,
2016-01-07 23:44:09+00:00,,T01,External power ref.:2000kW,
2016-01-08 00:14:08+00:00,,T01,External power ref.:2000kW,
2016-01-08 00:44:08+00:00,,T01,External power ref.:2000kW,
2016-01-08 01:02:03+00:00,,T01,External power ref.:2000kW,
2016-01-08 01:32:03+00:00,,T01,External power ref.:2000kW,
2016-01-08 02:02:03+00:00,,T01,External power ref.:2000kW,
2016-01-08 11:18:38+00:00,,T01,External power ref.:2000kW,
2016-01-08 11:31:40+00:00,,T01,External power ref.:2000kW,
2016-01-08 12:09:56+00:00,,T01,External power ref.:2000kW,
2016-01-08 12:39:56+00:00,,T01,External power ref.:2000kW,
2016-01-08 13:09:56+00:00,,T01,External power ref.:2000kW,
2016-01-08 13:39:56+00:00,,T01,External power ref.:2000kW,
2016-01-08 14:09:56+00:00,,T01,External power ref.:2000kW,
2016-01-08 14:39:55+00:00,,T01,External power ref.:2000kW,
2016-01-08 15:09:55+00:00,,T01,External power ref.:2000kW,
2016-01-08 15:39:55+00:00,,T01,External power ref.:2000kW,
2016-01-08 16:09:55+00:00,,T01,External power ref.:2000kW,
2016-01-08 16:39:54+00:00,,T01,External power ref.:2000kW,
2016-01-08 17:09:54+00:00,,T01,External power ref.:2000kW,
2016-01-08 17:39:53+00:00,,T01,External power ref.:2000kW,
2016-01-08 18:09:53+00:00,,T01,External power ref.:2000kW,
2016-01-08 18:39:53+00:00,,T01,External power ref.:2000kW,
2016-01-08 19:09:53+00:00,,T01,External power ref.:2000kW,
2016-01-08 19:39:52+00:00,,T01,External power ref.:2000kW,
2016-01-08 20:09:52+00:00,,T01,External power ref.:2000kW,
2016-01-08 20:39:52+00:00,,T01,External power ref.:2000kW,
2016-01-08 21:09:52+00:00,,T01,External power ref.:2000kW,
2016-01-08 21:39:51+00:00,,T01,External power ref.:2000kW,
2016-01-08 22:09:51+00:00,,T01,External power ref.:2000kW,
2016-01-08 22:39:51+00:00,,T01,External power ref.:2000kW,
2016-01-08 23:09:51+00:00,,T01,External power ref.:2000kW,
2016-01-08 23:39:50+00:00,,T01,External power ref.:2000kW,
2016-01-09 00:09:50+00:00,,T01,External power ref.:2000kW,
2016-01-09 00:39:50+00:00,,T01,External power ref.:2000kW,
2016-01-09 01:09:50+00:00,,T01,External power ref.:2000kW,
2016-01-09 01:39:49+00:00,,T01,External power ref.:2000kW,
2016-01-09 02:09:49+00:00,,T01,External power ref.:2000kW,
2016-01-09 02:39:49+00:00,,T01,External power ref.:2000kW,
2016-01-09 03:09:49+00:00,,T01,External power ref.:2000kW,
2016-01-09 03:39:48+00:00,,T01,External power ref.:2000kW,
2016-01-09 04:09:48+00:00,,T01,External power ref.:2000kW,
2016-01-09 04:39:47+00:00,,T01,External power ref.:2000kW,
2016-01-09 05:09:48+00:00,,T01,External power ref.:2000kW,
2016-01-09 05:39:47+00:00,,T01,External power ref.:2000kW,
2016-01-09 06:09:47+00:00,,T01,External power ref.:2000kW,
2016-01-09 06:39:47+00:00,,T01,External power ref.:2000kW,
2016-01-09 07:09:47+00:00,,T01,External power ref.:2000kW,
2016-01-09 07:39:47+00:00,,T01,External power ref.:2000kW,
2016-01-09 08:09:46+00:00,,T01,External power ref.:2000kW,
2016-01-09 08:39:46+00:00,,T01,External power ref.:2000kW,
2016-01-09 09:09:46+00:00,,T01,External power ref.:2000kW,
2016-01-09 09:39:45+00:00,,T01,External power ref.:2000kW,
2016-01-09 10:09:45+00:00,,T01,External power ref.:2000kW,
2016-01-09 10:39:45+00:00,,T01,External power ref.:2000kW,
2016-01-09 11:09:44+00:00,,T01,External power ref.:2000kW,
2016-01-09 11:39:44+00:00,,T01,External power ref.:2000kW,
2016-01-09 12:09:43+00:00,,T01,External power ref.:2000kW,
2016-01-09 12:29:34+00:00,,T01,External power ref.:2000kW,
2016-01-09 12:59:33+00:00,,T01,External power ref.:2000kW,
2016-01-09 13:29:33+00:00,,T01,External power ref.:2000kW,
2016-01-09 13:59:34+00:00,,T01,External power ref.:2000kW,
2016-01-09 14:29:33+00:00,,T01,External power ref.:2000kW,
2016-01-09 14:59:33+00:00,,T01,External power ref.:2000kW,
2016-01-09 15:29:33+00:00,,T01,External power ref.:2000kW,
2016-01-09 15:59:32+00:00,,T01,External power ref.:2000kW,
2016-01-09 16:29:32+00:00,,T01,External power ref.:2000kW,
2016-01-09 16:59:32+00:00,,T01,External power ref.:2000kW,
2016-01-09 17:29:32+00:00,,T01,External power ref.:2000kW,
2016-01-09 17:59:31+00:00,,T01,External power ref.:2000kW,
2016-01-09 18:29:31+00:00,,T01,External power ref.:2000kW,
2016-01-09 18:59:31+00:00,,T01,External power ref.:2000kW,
2016-01-09 19:29:30+00:00,,T01,External power ref.:2000kW,
2016-01-09 19:59:30+00:00,,T01,External power ref.:2000kW,
2016-01-09 20:29:30+00:00,,T01,External power ref.:2000kW,
2016-01-09 22:06:49+00:00,,T01,External power ref.:2000kW,
2016-01-09 22:36:49+00:00,,T01,External power ref.:2000kW,
2016-01-09 22:50:21+00:00,,T01,External power ref.:2000kW,
2016-01-09 23:20:20+00:00,,T01,External power ref.:2000kW,
2016-01-09 23:39:26+00:00,,T01,External power ref.:2000kW,
2016-01-10 00:40:12+00:00,,T01,External power ref.:2000kW,
2016-01-10 01:18:34+00:00,,T01,External power ref.:2000kW,
2016-01-10 01:48:34+00:00,,T01,External power ref.:2000kW,
2016-01-10 01:56:57+00:00,,T01,External power ref.:2000kW,
2016-01-10 02:26:56+00:00,,T01,External power ref.:2000kW,
2016-01-10 02:56:56+00:00,,T01,External power ref.:2000kW,
2016-01-10 03:26:56+00:00,,T01,External power ref.:2000kW,
2016-01-10 03:56:55+00:00,,T01,External power ref.:2000kW,
2016-01-10 04:26:55+00:00,,T01,External power ref.:2000kW,
2016-01-10 04:56:54+00:00,,T01,External power ref.:2000kW,
2016-01-10 05:26:54+00:00,,T01,External power ref.:2000kW,
2016-01-10 05:56:54+00:00,,T01,External power ref.:2000kW,
2016-01-10 06:26:54+00:00,,T01,External power ref.:2000kW,
2016-01-10 06:56:53+00:00,,T01,External power ref.:2000kW,
2016-01-10 07:26:53+00:00,,T01,External power ref.:2000kW,
2016-01-10 07:56:53+00:00,,T01,External power ref.:2000kW,
2016-01-10 08:26:52+00:00,,T01,External power ref.:2000kW,
2016-01-10 08:56:53+00:00,,T01,External power ref.:2000kW,
2016-01-10 09:26:53+00:00,,T01,External power ref.:2000kW,
2016-01-10 09:56:52+00:00,,T01,External power ref.:2000kW,
2016-01-10 10:26:52+00:00,,T01,External power ref.:2000kW,
2016-01-10 10:56:52+00:00,,T01,External power ref.:2000kW,
2016-01-10 11:26:52+00:00,,T01,External power ref.:2000kW,
2016-01-10 11:56:51+00:00,,T01,External power ref.:2000kW,
2016-01-10 12:26:51+00:00,,T01,External power ref.:2000kW,
2016-01-10 12:56:51+00:00,,T01,External power ref.:2000kW,
2016-01-10 13:26:51+00:00,,T01,External power ref.:2000kW,
2016-01-10 13:56:51+00:00,,T01,External power ref.:2000kW,
2016-01-10 14:26:50+00:00,,T01,External power ref.:2000kW,
2016-01-10 14:56:50+00:00,,T01,External power ref.:2000kW,
2016-01-10 15:26:50+00:00,,T01,External power ref.:2000kW,
2016-01-10 15:56:49+00:00,,T01,External power ref.:2000kW,
2016-01-10 16:26:49+00:00,,T01,External power ref.:2000kW,
2016-01-10 16:56:49+00:00,,T01,External power ref.:2000kW,
2016-01-10 17:26:48+00:00,,T01,External power ref.:2000kW,
2016-01-10 17:56:48+00:00,,T01,External power ref.:2000kW,
2016-01-10 18:26:48+00:00,,T01,External power ref.:2000kW,
2016-01-10 18:56:48+00:00,,T01,External power ref.:2000kW,
2016-01-10 19:26:47+00:00,,T01,External power ref.:2000kW,
2016-01-10 19:56:47+00:00,,T01,External power ref.:2000kW,
2016-01-10 20:26:47+00:00,,T01,External power ref.:2000kW,
2016-01-10 20:56:46+00:00,,T01,External power ref.:2000kW,
2016-01-10 21:26:46+00:00,,T01,External power ref.:2000kW,
2016-01-10 21:56:46+00:00,,T01,External power ref.:2000kW,
2016-01-10 22:26:46+00:00,,T01,External power ref.:2000kW,
2016-01-10 22:56:46+00:00,,T01,External power ref.:2000kW,
2016-01-10 23:26:45+00:00,,T01,External power ref.:2000kW,
2016-01-10 23:56:45+00:00,,T01,External power ref.:1674kW,
2016-01-11 00:26:45+00:00,,T01,External power ref.:2000kW,
2016-01-11 00:56:45+00:00,,T01,External power ref.:2000kW,
2016-01-11 01:26:44+00:00,,T01,External power ref.:2000kW,
2016-01-11 01:56:44+00:00,,T01,External power ref.:2000kW,
2016-01-11 02:26:44+00:00,,T01,External power ref.:2000kW,
2016-01-11 02:56:44+00:00,,T01,External power ref.:2000kW,
2016-01-11 03:26:43+00:00,,T01,External power ref.:1356kW,
2016-01-11 03:56:43+00:00,,T01,External power ref.:2000kW,
2016-01-11 04:26:43+00:00,,T01,External power ref.:1525kW,
2016-01-11 04:56:43+00:00,,T01,External power ref.:1900kW,
2016-01-11 05:26:42+00:00,,T01,External power ref.:1713kW,
2016-01-11 05:56:42+00:00,,T01,External power ref.:2000kW,
2016-01-11 06:26:42+00:00,,T01,External power ref.:2000kW,
2016-01-11 06:56:42+00:00,,T01,External power ref.:2000kW,
2016-01-11 07:26:41+00:00,,T01,External power ref.:2000kW,
2016-01-11 07:56:41+00:00,,T01,External power ref.:2000kW,
2016-01-11 08:26:41+00:00,,T01,External power ref.:2000kW,
2016-01-11 08:56:40+00:00,,T01,External power ref.:2000kW,
2016-01-11 09:26:40+00:00,,T01,External power ref.:2000kW,
2016-01-11 09:56:40+00:00,,T01,External power ref.:2000kW,
2016-01-11 10:26:39+00:00,,T01,External power ref.:2000kW,
2016-01-11 10:56:39+00:00,,T01,External power ref.:2000kW,
2016-01-11 11:26:39+00:00,,T01,External power ref.:2000kW,
2016-01-11 11:56:39+00:00,,T01,External power ref.:2000kW,
2016-01-11 12:26:38+00:00,,T01,External power ref.:2000kW,
2016-01-11 12:56:39+00:00,,T01,External power ref.:2000kW,
2016-01-11 13:26:38+00:00,,T01,External power ref.:2000kW,
2016-01-11 13:56:38+00:00,,T01,External power ref.:2000kW,
2016-01-11 14:26:38+00:00,,T01,External power ref.:2000kW,
2016-01-11 14:56:38+00:00,,T01,External power ref.:2000kW,
2016-01-11 15:26:37+00:00,,T01,External power ref.:2000kW,
2016-01-11 15:56:37+00:00,,T01,External power ref.:2000kW,
2016-01-11 16:13:36+00:00,,T01,External power ref.:2000kW,
2016-01-11 16:43:36+00:00,,T01,External power ref.:2000kW,
2016-01-11 16:46:47+00:00,,T01,External power ref.:2000kW,
2016-01-11 17:14:16+00:00,,T01,External power ref.:2000kW,
2016-01-11 17:44:44+00:00,,T01,External power ref.:2000kW,
2016-01-11 18:36:08+00:00,,T01,External power ref.:2000kW,
2016-01-11 19:07:47+00:00,,T01,External power ref.:2000kW,
2016-01-11 19:25:06+00:00,,T01,External power ref.:2000kW,
2016-01-11 19:55:06+00:00,,T01,External power ref.:2000kW,
2016-01-11 20:12:39+00:00,,T01,External power ref.:2000kW,
2016-01-12 07:35:39+00:00,,T01,External power ref.:2000kW,
2016-01-12 08:05:38+00:00,,T01,External power ref.:2000kW,
2016-01-12 08:35:38+00:00,,T01,External power ref.:2000kW,
2016-01-12 10:28:35+00:00,,T01,External power ref.:2000kW,
2016-01-12 10:58:35+00:00,,T01,External power ref.:2000kW,
2016-01-12 11:25:06+00:00,,T01,External power ref.:2000kW,
2016-01-12 11:55:06+00:00,,T01,External power ref.:2000kW,
2016-01-12 12:25:05+00:00,,T01,External power ref.:2000kW,
2016-01-12 12:55:05+00:00,,T01,External power ref.:2000kW,
2016-01-12 13:25:05+00:00,,T01,External power ref.:2000kW,
2016-01-12 13:55:04+00:00,,T01,External power ref.:2000kW,
2016-01-12 14:25:04+00:00,,T01,External power ref.:2000kW,
2016-01-12 14:55:04+00:00,,T01,External power ref.:2000kW,
2016-01-12 15:25:03+00:00,,T01,External power ref.:2000kW,
2016-01-12 15:55:04+00:00,,T01,External power ref.:2000kW,
2016-01-12 16:25:03+00:00,,T01,External power ref.:2000kW,
2016-01-12 16:55:03+00:00,,T01,External power ref.:2000kW,
2016-01-12 17:25:03+00:00,,T01,External power ref.:2000kW,
2016-01-12 17:55:03+00:00,,T01,External power ref.:2000kW,
2016-01-12 18:25:03+00:00,,T01,External power ref.:2000kW,
2016-01-12 18:55:02+00:00,,T01,External power ref.:2000kW,
